,Particulars,search_name,Address
1771,SRM Hotels Private Limited ( T.Nagar ),SRM Hotels,"Padmam veg restaurant, 54 venkatanarayana road, Parthasarathypuram, T nagar, chennai -600017, ph:98439 73898"
1772,SRM Hotels Private Limited (V),SRM Hotels,"C - Block,No:1, Jawaharlal Nehru Road, 100 Feet Road, Vadapalani, Chennai - 600 026., Mob 9677025690, Mr Gangadharan"
1773,SRM Institute of Science & Technology,SRM Institute of Science & Technology,"SRM Institute of Hotel Management, No:3,Kalaimagal Nagar,, Ekkatuthangal,Chennai-600036., Mob:9940655420."
1774,SRM MILAN EVENT( BALAJI ),SRM MILAN EVENT,Chennai.
1775,SRP Prosperita Hotel Ventures Ltd,SRP Prosperita Hotel Ventures Ltd,"(Holiday Inn Chennai OMR IT Expressway), 110, Rajiv Gandhi Road,, Thiruvanmaiur,, Chennai - 41, Mob - 7550111019, A/c No. 7550111010 , 7550111050"
1776,SRS Provision,SRS Provision,"No.5/242, MMDA Colony, Maduravayol, Chennai - 600095, Ph: 96770 85351"
1777,SS CAFETERIA,SS CAFETERIA,"3538+6RF, Alapakkam Main Rd,, Janaki Nagar,, Maduravoyal,, Chennai-600095, mob:9080440099"
1778,SS Foods (C),SS Foods,"No:94,Pillaiyar Kovil Street,, Jafferkhanpet,Chennai-600083., Chennai- 600 083., Mob-9500097767."
1779,Ssri Padmam Enterprises,Ssri Padmam,"1554 ,B ,Type TNHB Ayappakam, Chennai-600077, Mob-98410 92613"
1780,SSS Premier Foods,SSS Premier Foods,"No:31,Suburayan 1st Street,, Nammalwarpet,Chennai-600012."
1781,S & S SUPER MARKET,S & S SUPER MARKET,"Ground Floor,, No.112,, Chokkanathar, Street,Karthikeyan Nagar,Maduravoyal,, Chennai,Tiruvallur,Tamil Nadu, 600095, Mob:9042773348,9003275998"
1782,Ss Tea Corner,Ss Tea rner,"Madanathapuram Main Road, Mohalivaikkam, Chennai -125, Ph:7358731743"
1783,SSV FOODS,SSV FOODS,"NO 928/48, VOC NAGAR, TANDIARPET, CHENNAI 600 081., Ph; 9790988977"
1784,Standalone Brewery Pvt Ltd,Standalone Brewery,"No.89, Chamiers Road, R A Puram, Chennai - 600 028, Ph No; 9566511720"
1785,Star Kids Planet,Star Kids Planet,"No:2/313, Mount Poonamallee Road,, Kattupukkam ,, Chennai-600056., Mob:9941828887"
1786,Steamed Something,Steamed Something,"No 19 Jai Balaji Nagar, Avenue 1 Nesapakkam, Chennai 600 078"
1787,Step In Associates,Step In Associates,"No:9,General Swamy Naicken Street,, Triplicane,Chennai-600005., Mob:7667830300."
1788,ST Hotel Park Lane,ST Hotel Park Lane,"3/57, Veteran Lane, Pallavaram, Chennai - 600 043, Mob 73585 00999"
1789,Stoke Restaurants India LLP,Stoke Restaurants,"No 40 Bazullah Road, M.T. Rajan's Properties, T.Nagar Chennai 600 017, Ph 9094965512"
1790,Stone Plate Restaurant,Stone Plate Restaurant,"213/71 Shop No C1D, OMR Food Street, Thoraipakkam, Opp to (AKDR Tower) Chennai 600 097, Mob 99520 49885"
1791,Streetbell Technologies Private Limited,Streetbell Technologies,"New No.9, Old No.7, Tnhb,, Sholinganaloor, chennai - 600119, Ph:799433 2999"
1792,Strictly Desserts,Strictly Desserts,"D16,8th Street,2nd Avenue,, Anna Nagar East,, Chennai-600102., Mob:9092914488."
1793,Studio Cafe,Studio Cafe,"51/C, sabari nagar extension,, Mugalivakkam, Chennai-600125, Mob:9566230432"
1794,Style & 1,Style & 1,"No 5/360 Rajiv Gandhi Salai(OMR), Okkiyum Thoraipakkam, Chennai 600 097, Mithun_x000D_
8056032774, A/c 9940478593 ( Mr. Suresh), Tel No:044 43861925, 8838881464"
1795,Subham Super Market,Subham Super Market,"No:32/1B,Perumalagaram,, Thiruverkadu,Chennai-600077., Mob:9841005208,9342800876"
1796,Subin Hot & Cold,Subin Hot & ld,"No:161,Kodambakkam High Road,, Nungambakkam,Chennai-600034., Mob:9884253480."
1797,Sucre Et Sale,Sucre Et Sale,"1st Floor, AG-89, 3rd Cross Street, AG Block,, River View Colony, Anna Nagar,, Chennai, Tamil Nadu – 600040, Ph:93608 81586 Vimal"
1798,SUDHARSHAN FOODS,SUDHARSHAN FOODS,"NO 5 S NO 212/1, ABJ GARDEN, BHARATHI STREET,, VALLALAR NAGAR, RAJAS GARDEN,, VANAGARAM, CHENNAI-600077, Tel-4435605428"
1799,Sufra Foods Abd Beverages,Sufra Foods Abd Beverages,"No:78/4,Perambur High Road,, IFT Lane,Jamalia,, Chennai-600012."
1800,Sugan Agencies,Sugan,"No:128,Rajaji Road,, West Tambaram,, Chennai-600045., Mob:8939083638"
1801,Sugar Brush,Sugar Brush,"1, Ayesha Apartment, Nageswara Road,, Nungambakkam, Chennai- 600034, MOB-95004 93726"
1802,SUGAR MONKEYS,SUGAR MONKEYS,"15/8, Aashirvad Aparment, 2nd Floor, West 5th, Cross Street,, Shenoy Nagar, Chennai 600030., Mob: 98848 57156"
1803,Suhail Enterprices Private Limited,Suhail Enterprices,"No:33,2nd Main Road,Kasturba Nagar,, Adyar,Chennai-600020., Ph:044-42187015."
1804,Sukee Traders,Sukee Traders,"No 7 Audiappa Naicken Street, Chennai  600 001, 1st Floor, Ph 98416 44576, Mr Balaji, Land Line 044 25364576, 42016576"
1805,Sukkubhai Foods Private Limited,Sukkubhai Foods,"No:333,M.K.N.Road,Alandur,, Chennai-600016., Mob:044-22330444,0666,0888."
1806,Sukra Culinary Arts Private Limited,Sukra Culinary Arts,"New No 40 Old No 71 A (4th Main Road), B Ramachandra Adithanar Road, Gandhinagar Adyar, Chennai - 600 020, Cont Person 04424459999, 07338891511 A/c No: 07338891514"
1807,Sumac Kitchen Llp,Sumac Kitchen,"No:17A,6th Main Road,, Raja Annamalai Puram,, Chennai-600028, Mob:9003114800."
1808,Sumanth Holdings Private Limited,Sumanth Holdings,"NO 45/23, FLAT-2B, PLAY GROUND 3RD, CROSS STREET, KILPAUK GARDEN COLONY,, KILPAUK, Chennai, Tamil Nadu, 600010, 73580 94886"
1809,Sundae Funday,Sundae Funday,"DLF IT PARK, Ramapuram, Chennai, Mob. 9566011924"
1810,SUNETRA EXIM,SUNETRA EXIM,"No.47, Ground Floor,, Kaveri Nagar,, Vellappanchavadi,, Chennai 600077., Mob: 72999 71999"
1811,Sunrise Beverages,Sunrise Beverages,"No:9,GST Road,Kamatchi Bazar,, 2nd Street,Tambaram,, Sanatorium,Chennai-600064., Mob:9163748919."
1812,Sun Super Market,Sun Super Market,"Door No 88, , V Block, Opposite, Blossom Appartment, Near Ganga Sweets, 5th Avenue, Anna Nagar, Chennai-600040"
1813,Sun super store,Sun super store,"Flat g1 and g2, Door no.88,, V block, 5th avenue, annanagar west,, Mob:9551682000 ,9042888441,9940058441, chennai-600040"
1814,SUPABITE HOSPITALITY,SUPABITE HOSPITALITY,"NO.63-E, 1ST FLOOR, VELACHERY, BYPASS ROAD,SANKARAN AVENUE,, Chennai, Tamil Nadu, 600042., MOB:9884000185"
1815,Super Foodis Private Limited,Super Foodis,"Geetham Veg Restaurant, No:23/35,10th Avenue,ASHOK NAGAR,, Chennai, Tamil Nadu, 600083, Ph: 63793 32887, 89399 97202"
1816,Supermarket Grocery Supplies Private Limited,Supermarket Grocery Supplies,"No:2/2A,3/3A,Kathirvedu Village,, Puzhal,Chennai-600066., Mob:7358059770."
1817,Superstar Pizza,Superstar Pizza,"New No:20,Old No:9,5th Avenue,, Besant Nagar Beach,, Chennai-600090., Mob:9894354867., ( Delivery at Ttk Road,Alwarpet )"
1818,Super Star Pizza Anna Nagar,Super Star Pizza Anna Nagar,"No:173, 5th Ave,, Z Block, Anna Nagar, Chennai - 600040, Mob No : 9994561398"
1819,Super Star Pizza  ( Egmore ),Super Star Pizza,"No :123, Dugar  Tower,, Rukmani Lakshmipathi Rd(Marshalls Road), Below Bank of Baroda  Regional Office,, Chennai Rural, Egmore,, Chennai - 600008, mob no : 98943 54867"
1820,Super & Super Recreation Club,Super & Super Recreation Club,"27, Beach Road,, Neelangarai, Chennai,, Tamil Nadu, 600115, Ph:9884199909"
1821,Supply Kart,Supply Kart,"No. 149, singanna chetty Street near opp., Venkateswara hotel, CHINTHADRIPET, Chennai-600002, Mob:8825877988"
1822,Supreme Business Ventures ( Sales ),Supreme Business Ventures,"31/14A, V.P Colony Extension, Ayanavaram, Chennai 600 023., Mob: 9043015170"
1823,Suresh Enterprises,Suresh,"10/14 7th Main Road, MGR Nagar, Velacherry, Chennai 600 042, Mob 98411 84329"
1824,Surf Turf,Surf Turf,"NO: 10,Pearl Beach,Ansari Nagar,, Kovalam,Kanchipuram District,, Chennai-603112., MOB: 6385124608."
1825,SURPRISE ENTERPRISE,SURPRISE,"Ground Floor, No 1, 5th Street,, United India Colony,, Kodambakkam,, Chennai 600 024., Mob: 98845 65045"
1826,Surya Cook House,Surya ok House,"No 8 Aathi Naidu Street, Villivakkam, Chennai 600 049"
1827,Surya Food Court,Surya Food urt,"No-97, Sivanandha Nagar,, Vanagaram Main Road,, Ambattur,, Chennai - 600 053., Mob: 7358943705"
1828,SUSHI BASKET,SUSHI BASKET,"No 295 1st Floor, Nehru Street, Thirumangalam, Anna Nagar West, Chennai 600 040, Mob. 99496 51110"
1829,Suswaad Sweets and Savouries (P) Ltd,Suswaad Sweets and Savouries Ltd,"3/2 Venkataram Street, T.Nagar, Chennai, 9940064680"
1830,Suvihar Elite Foods,Suvihar Elite Foods,"The Bistrograph, New No:13,Old No:7,10th Cross Street,, Shastri Nagar,Adyar,, Chennai-600020., Mob:7305992096, 7305946426"
1831,S.V FOOD MILLS,S.V FOOD MILLS,"1739, 18TH MAIN ROAD,, ANNA NAGAR WEST,, CHENNAI-600040, Mob:9597822333"
1832,S.V.MALIGAI,S.V.MALIGAI,"63/1, NA, ACHARAPPAN STREET,, KOTHWAL CHAVADI, CHENNAI - 600001, MOB-98401 72228"
1833,S.V.S.AGENCY,S.V.S.,"21 A First Cross Street, Paul Raj Nagar, Kandanchavadi, Chennai 600 096, Mob 99496 51110"
1834,Swasansus Foods LLP,Swasansus Foods,"NO 2B, DOOR NO AC-5, 2ND FLOOR, 2ND, AVENUE, ANNA NAGAR,, CHENNAI- 600040, MOb-95001 29111"
1835,Swastha Associates,Swastha Associates,"No:25,Rajiv Gandhi Salai,, Seevaram,Perungudi,, Chennai-600097., Mob:9003016500"
1836,Swayam Krushi Private Limited,Swayam Krushi,"2/15, Ganapathy Colony, Teynampet, Chennai - 600 018, Meena @ 9940496204"
1837,Sweet Talk Gelato Cafe,Sweet Talk Gelato Cafe,"New No 42, Old No53, Teachers Colony, Venkata Rathinam Nagar, Adyar, Chennai 600 020, Mob: 98408 34630"
1838,Swetha Balakrishnan,Swetha Balakrishnan,"New No:27,Old No:14,, Firat Crescent Park Road,, Gandhi Nagar,Adyar,, Chennai-600020., MOB: 9962116959"
1839,SWIRL LIFESTYLE LLP,SWIRL LIFESTYLE,"( The Mayflower cafe ), No:3020/G-1,4th Street,, 13th Main Road,, Anna Nagar,Chennai-600040., Mob:6381364499"
1840,T 4 U,T 4 U,"No:57,GST Road,, Pallavaram,, Chennai-600043, Mob:6384756214"
1841,Tablets (India) Limited,Tablets,"No:179,T.H.Road,, Tondiarpet,Chennai-600081."
1842,TAG-DINE,TAG-DINE,"No. 65/1, 15th Street, Ashok Nagar,, Chennai, Tamil Nadu,"
1843,Taiwan Maami,Taiwan Maami,"New no 34/8 Old no 46/8, Singarachari, Street, triplicane, Chennai, Chennai, Tamil, Nadu, 600005, Mob : 7603879618"
1844,Taj Fisherman''s Cove Resort & Spa (N),Taj Fisherman''s ve Resort & Spa,"Covelong Beach, Chennai - 603 112"
1845,Taj GVK Hotels & Resorts Ltd,Taj GVK Hotels & Resorts Ltd,"(Taj Mount Road), No,2,Club House Road,, Chennai- 600 002"
1846,Taj Madras Flight Kitchen Private Limited (Old),Taj Madras Flight Kitchen,"No, 6,Officers Lines, # 272,G.S.T. Road,, Pallavaram, Chennai -600 043"
1847,Taj Sats Air Catering Limited,Taj Sats Air Catering,"No:6,Officers Lines,, 272,G.S.T Road,, Pallvaram,Chennai-600043."
1848,TAK FOODS,TAK FOODS,"( Tea Villa Cafe ), Old Door No 52/2, New No 40/2, Thirumalai Pillai Road, T Nagar Chennai 600 017, Mr. Anjani Kumar Singh, 89254 06701, 9940565544"
1849,Tamarai Hotels Private Limited,Tamarai Hotels,"Old No.7, New No.13, First Crescent Road, Gandhi Nagar, Adyar, Chennai - 600 020, Sakthivel No: 8754490350"
1850,Tam Corn,Tam rn,"No:M-29/4,25th Cross Street,, Elliot's Promenade,, Besant Nagar,Chennai-600090., Mob:9787664090."
1851,Tamilnadu Golf Federation,Tamilnadu Golf Federation,"ICL HUL 334,Ground Floor,, Anna Salai,Saidapet,, Chennai-600015., Mob:9841802158"
1852,Tamira Global Cuisines Pvt Ltd,Tamira Global Cuisines,"Plot No :27,, 2nd Cross St,, Alagapa Nagar, Chennai - 97, mob no : 9884200669"
1853,Tangerine,Tangerine,"No 5 Murrays Gate Road, Alwarpet Chennai 18, Ph 24355834, 9600116562"
1854,Tangy Pizza,Tangy Pizza,"No 6 Mangala Lakshmi Nagar, Madhandapuram  , Porur, Chennai  - 600 125"
1855,Tanias Foods,Tanias Foods,"No 4 Madha Nagar, Moulivakkam, Porur Chennai 600 125"
1856,Tanisha Foods,Tanisha Foods,"No:07,7th Cross Street,, Shenoy Nagar,Chennai-600030., Mob:9790750555."
1857,Tanitha Pereira,Tanitha Pereira,"No:3,Association Road,, Madhavaram,Chennai-600060., Mob:9840412167."
1858,Tanitha Pereira New,Tanitha Pereira New,"No:49,Pachaiyappa's College,, Hostel Road,Chetpet,, Chennai-600031."
1859,Tara Inc,Tara,"Ground, Lblock, 21st Street,, Anna Nagar East, Chennai-600102, Mob-9345895454"
1860,Tarapore and Company,Tarapore and mpany,"(Unit Of Hotel Aadithya), No:155/1,Arcot Road,, Vadapalani,, Chennai-600026., Mob: 98402 55981."
1861,Tarapore and Company (Nungambakkam),Tarapore and mpany,"1st Floor,22/1 (124/1), Ispahani Center,Mahathmagandhi Salai, Nungamkakkam High Road,Chennai, Tamil Nadu-600034, Contact Number : 9150002731"
1862,Target Media,Target Media,"5/12, Corporation colony, SalaivinayagarKoil,, Chennai, Tamil Nadu, 600001, Ph:9840314257"
1863,Tarika Ventures Private Limited,Tarika Ventures,"17, 1st Main Road, New Colony, Chennai,, Tamil Nadu, 600044, ph: 97100 09077"
1864,Taste of Italy,Taste of Italy,"NO. Ap 753, 2nd Street,, 10th Main Road, Ground Floor,, Anna Nagar, Chennai - 600040, Mob - 91767 07775"
1865,Taste of North By Neelam's Kitchen,Taste of North By Neelam's Kitchen,"No 5B, No. 5B Part,, Evp Rajeshwari Avenu,, Mathananthapuram,, Chennai 600 125., Mob-70103 77395"
1866,Tasty Jones,Tasty Jones,"No 1X2 TNHB Complex, 4th Main Road, Besant Nagar, Chennai 600 090, Mob 9884255842"
1867,Tasty Joys,Tasty Joys,"No. 18, Oil Mill Road,, Iyyappanthangal,, Chennai-600018, Mob- 90808 04585, 97107 77500"
1868,Tasty Joys - DD Foods,Tasty Joys - DD Foods,"Ground Floor, 326/1,, Ramakrishna Nagar Main Road,, RKC Mahal, Porur,, Chennai - 600116, ( Dhivya AGency ), 97107 77500"
1869,Tasty Pizza,Tasty Pizza,"3/3, Valluar Salai, Ramapuram, Chennai-600 089, Mob No: 9884871146, 9940158913"
1870,Teabon Foods,Teabon Foods,"No:191/A,2nd Floor,, Avadi Road,Chennai-600077., Mob: 86681 82692"
1871,Teaman Innvovative Ventures Private Limited,Teaman Innvovative Ventures,"88/41, Halls Road, Kilpauk Garden Colony,, Chennai, Tamil Nadu, 600010, Ph:6381897721"
1872,Tea Mates,Tea Mates,"No:34/1,Nelson Manickam Road,, Aminjikarai,Chennai-600029., Mob:7373230964"
1873,Tea Time,Tea Time,"Rajeswari st Madanandapuram,, Chennai -600116, Mob:8754517217"
1874,Tea Wheeler Private Limited,Tea Wheeler,"Plot 141, Chitrakoot, 1st Floor,, Avm Avenue, 8th Street, Viruga, Plot 141, Chitrakoot, 2nd Floor,, Chennai-600092, Mob-90879 80411"
1875,Teena T Thomas,Teena T Thomas,"No:7/7,Ganesh Nest,, Pillaiyar Koil Street,, Taramani,Chennai, ( Near IIT Back Gate ), Mob:9884066401"
1876,Texmex Cusine India Private Limited ( EA ),Texmex Cusine,"Chilis Grill N Bar, Chilis,No.49/50L, Express Avenue Mall, Whites Road, Royapetha,, Chennai 600 014., Tel – 9840598356_x000D_
_x000D_"
1877,Texmex Cusine India Private Limited (P),Texmex Cusine,"Chili's Grill N Bar, Phoenix Marketcity Mall, Unit No. S-29, Second Floor, Old Door. No.66, New Door No.142, Velachery Road, Chennai-600042, Mob: 9791207725, StoresPH: 8667889079."
1878,Thai Food House LLP,Thai Food House,"215/131, St. Mary's Road, Alwarpet, Chennai - 600 018, Contact : 04442334300"
1879,Thalappakatti Hotels Private Limited ( M ),Thalappakatti Hotels,"Mundiyampakkam Central Kitchen, 71 Door No 5, Trichy-Chennai Highway,, Mundiyampakkam Cross Road, Situated at Jeevan Park Campus, Mundiyampakkam, Villupuram 605601, MOB:9626720277"
1880,Thalappakatti Hotels Pvt Ltd,Thalappakatti Hotels,"No. 5/10 - 7E, Seven Wells Road,, St.Thomas Mount,, Chennai - 600 016, PhNo:  9600080955 A/c No: 8056013302"
1881,Thamarai Agency,Thamarai,"31/3 New No.32, Madley 2nd Street,, T Nagar, Chennai , Tamil Nadu 600017, Mob:9994861908, 9952972501"
1882,Thangavel Super Stores,Thangavel Super Stores,"9815 Thiruverkadu Main Road,, Ayapakkam,, Chennai-600077, Mob:9361399096"
1883,That Mallu Joint (  Anna Nagar ),That Mallu Joint,"No:AA24,3rd Cross Street,, AA Block,Anna Nagar East,, Chennai-600040., Mob:9789843997"
1884,That Mallu Joint ( T.Nagar ),That Mallu Joint,"2nd Floor, 159/72, Gopathi Narayanaswami Chetty road, Parthasarathi puram T. Nagar, Chennai 600017, Contact No :97898 43997"
1885,The Alcove,The Alcove,"No:T-45, A and B,7th Avenue,, Ahubham Complex,Anna Colony,, Besant Nagar,Chennai-600090., Mob:6371993272"
1886,Theatre Concepts,Theatre ncepts,"New No,10/2, Old No,47/2,, Firm Arcade Apertments,, P Block 17th Street,, Anna Nagar,Chennai-600040, Mob-99627 44464, 8939447768 Dharshi"
1887,The Baker Ninja,The Baker Ninja,"201,TTK Road, Alwarpet,, KB Dasan Road Corner,, Chennai-18, Mob-97894 77877, 99520 98597"
1888,The Bakers Nook,The Bakers Nook,"W358, North Main Road,, Annanagar West Extension,, Chennai-600 101, Opp SBOA Matriculation School,, Mob - 98848 41414"
1889,THE BANYAN HOSPITALITY SERVICES,THE BANYAN HOSPITALITY,"No.390, Chennai to Bangalore Trunk Road,, Poonamalle , Chennai - 600123, Mob - 99406 85828"
1890,The Beach Club,The Beach Club,"Plot No.1 and 2 New No.2/59a, Vgp 1st Main Road, Chennai - 600 119., Mob: 9080333899"
1891,The Black Tie Foods,The Black Tie Foods,"New 18, Old 72 , Jermiah Road, Vepery  Chennai- 600 021, Mob No.9551771565"
1892,The Brews Brothers,The Brews Brothers,"NO: 3, Krishnaswamy Street,, North Usman Road, T.Nagar,, Chennai - 600017, Mob- 8778187767."
1893,The Brews Brothers ( P ),The Brews Brothers,"No:D4,MGR Salai,Palavakkam,, Chennai-600041., Mob:9710030809"
1894,The Brews Brothers ( Ty ),The Brews Brothers,"No:6/11,Kasturi Ranga Street,, Chennai-600018., Mob:8056141984"
1895,The Bristo,The Bristo,"No.9 Balaji Nagar Main Road, Adambakkam, Chennai- 600 088, Ph -8680037373"
1896,THE BROWNIE STUDIO,THE BROWNIE STUDIO,"No.32, Ambit IT Park,, Ambit Park Road,, Ambattur Industrial Estate,, Ambattur,, Chennai - 600 058."
1897,The Caffeine Co,The Caffeine,"No:17A,Ground Floor,, Sashtri Nagar,1st Avenue,, Adyar,Chennai-600020., Mob:8807708424"
1898,The Cake Boss,The Cake Boss,"Vijaynagar Bus Stand,, Velachery,Chennai-600042., Mob:9043555704."
1899,The Cake Counter,The Cake unter,"7/29 Shop No 5, Hastinapuram Salai, Nanmangalam, Chennai 600 129, Ph 90033 35947"
1900,The Cake World Pastry Hub ( Chmy ),The Cake World Pastry Hub,"No 3 62 Pondicherry Salai, Kumaran Nagar Chemmenchery, Chennai 600 119, 9840636693, 9840201603"
1901,The Cake World Pastry Hub ( K ),The Cake World Pastry Hub,"No 10 Shanthi Nagar, OMR Kandanchavadi, Chennai 600 096, Te 9840072399, 044 42073025"
1902,The Checkers,The Checkers,"# 30.Mount Road, Little Mount, Saidapet, Chennai 600 015."
1903,The Cheese Company,The Cheese mpany,"No:19,Noor Veerasamy Street,, Nungambakkam,Chennai-600034, Mob:8610894967"
1904,The Chinese Story,The Chinese Story,"No. 4, Mount Poonamalle High Road,, ( Opp. DLF ) Ramapuram ,Porur ,, Chennai - 600 089, Tel No.044 433 1223"
1905,The Creams,The Creams,"83, M.T.H Road Venkada Puram, Ambathur Chennai - 600053, Ph: 9025733259 , 9962557227"
1906,The Creative Print Studio,The Creative Print Studio,"No. 106/1, LLoyds Road, Royapettah Chennai  - 600 014"
1907,The Curry Club,The Curry Club,"# 3 Haddows Road, Second Street, Nungambakkam, Chennai- 600 034"
1908,The Empire Cakes,The Empire Cakes,"No 38/1, 1st Cross Street,, Tambaram bus stand, Tambaram West,, Chennai 600045, Contact No : 73055 93256"
1909,The Employees Welfare Association,The Employees Welfare Association,"Vivanta BY Taj Connemara, Binny Road, Chennai-600 002"
1910,The Energy Zone,The Energy Zone,"No : 54,Alagirisamy Salai, Kk Nagar,, Chennai-600078., No : 97911 14114."
1911,The English Tearoom,The English Tearoom,"#17, Kasturirangan Road,, Alwarpet,, Chennai-18, Mob- 91769 37599"
1912,THE ENTRANCE CAFE,THE ENTRANCE CAFE,"( Upstream Sports Centre Private Limited), No.18/63, Taylors Road,, Chennai 600 010., Mob: 91500 47764"
1913,The Flour Pot Pvt Ltd.,The Flour Pot,"No.271,17 East Street., Kamaraj Nagar,, Thiruvanmiyur,, Chennai-600041, Mob- 89398 84020"
1914,THE FOOD CRAFT,THE FOOD CRAFT,"13B Senthamil Nagar, 2nd Street Ramapuram, Chennai 600 089, Mob 86678 70335"
1915,The Foodie Club,The Foodie Club,"No:189,Mount Ponammali High Road,, Sabari Nagar,Ramapuram,, Chennai-600089."
1916,The Food Services Company,The Food mpany,"New No:2,Old No:15,, North Gopalapuram,1st Street,, Gopalapuram,Chennai-600086."
1917,The Food Source,The Food Source,"Old No.10, New No.19,, Neelakandan Street,, Choolaimedu, Chennai -600 094"
1918,The Fresh Basket,The Fresh Basket,"No:33,Rutland Gate,, Shafee Main Road,, Thousand Lights,Nungambakkam,, Chennai-600006., Mob:9884451759"
1919,The Frozen Slab,The Frozen Slab,"5Th Street D Block, Annna Nagar, Chennai 600 102, Mob 88388 85858"
1920,The Fution Food,The Fution Food,"No:163/2A,Flat No:2.19,, Dr Nagar,200 Feet Ring Road,, Korattur,Chennai-600080., Mob:9360283372."
1921,The Gift Marche,The Gift Marche,"No:9/10,Balaji Towers,, 2nd Floor,Thiruvika Road,, Royapettah,Chennai-600014., Mob:6369017709."
1922,The Good Life Eatery,The Good Life Eatery,"No:45,CP Ramswamy Street,, Abhirampuram,Chennai-600018., Mob:9600196328"
1923,The Health Shoppe,The Health Shoppe,"67, Sayee Enclave,, Old GST Road,, Karunanidhi Nagar Peerkankaranai, Chennai 600063, Mob- 81 220 418 16"
1924,The Hide out bistro,The Hide out bistro,"101 D block 6th street, Anna nagar east, Chennai - 102, Contact - 7401833110"
1925,The Hot Kitchen ECR,The Hot Kitchen ECR,"Plot No : 78-79,, Injambakkam Village, ECR, Chennai - 600115, Mob No : 9840333336"
1926,The House Of Breads Pvt Ltd,The House Of Breads,"No: 158,1st Floor,, New Military Road,Avadi, Chennai-600054., 9677209207"
1927,The Humble Fork Food,The Humble Fork Food,"No 607 tr Sundaram ave Mount Road, Chennai-600006, Mob-98410 59501"
1928,The Indian Gourmand,The Indian Gourmand,"NEW NO 78,Raja Annamalai Puram,, 2nd Main Street, Chennai, Tamil Nadu, 600028., Mob-95972 62576"
1929,The Indian  Hotels Company Ltd,The Indian Hotels mpany Ltd,"(Vivanta  By Taj Connemara), Binny Road,, Chennai -600 002., Mob: 9841553855, Name: Rajasekar"
